census_id_pid6,census_id,geoid,muniname,statefips,state_abbv,statename,countyfips,countyname,placecity,lat,long
166734,2.32051E+13,2676460,CITY OF STERLING HEIGHTS,26,MI,MICHIGAN,099,MACOMB,76460,42.581206,-83.030316
201923,2.3205E+13,2681540,CITY OF UTICA,26,MI,MICHIGAN,099,MACOMB,81540,42.628745,-83.02333
128309,2.3205E+13,2684000,CITY OF WARREN,26,MI,MICHIGAN,099,MACOMB,84000,42.492904,-83.025001
128307,2.3205E+13,2603520,VILLAGE OF ARMADA,26,MI,MICHIGAN,099,MACOMB,03520,42.842083,-82.881108
166731,2.3205E+13,2657380,VILLAGE OF NEW HAVEN,26,MI,MICHIGAN,099,MACOMB,57380,42.729762,-82.79704
190475,2.3205E+13,2669400,VILLAGE OF ROMEO,26,MI,MICHIGAN,099,MACOMB,69400,42.80458,-83.002603
194780,2.32051E+13,2650720,CITY OF MANISTEE,26,MI,MICHIGAN,101,MANISTEE,50720,44.245268,-86.327537
166735,2.32051E+13,2606460,VILLAGE OF BEAR LAKE,26,MI,MICHIGAN,101,MANISTEE,06460,44.419859,-86.14525
166736,2.32051E+13,2618040,VILLAGE OF COPEMISH,26,MI,MICHIGAN,101,MANISTEE,18040,44.481667,-85.92515
128310,2.32051E+13,2624060,VILLAGE OF EASTLAKE,26,MI,MICHIGAN,101,MANISTEE,24060,44.245531,-86.292896
106363,2.32051E+13,2642240,VILLAGE OF KALEVA,26,MI,MICHIGAN,101,MANISTEE,42240,44.372279,-86.013552
166737,2.32051E+13,2660740,VILLAGE OF ONEKAMA,26,MI,MICHIGAN,101,MANISTEE,60740,44.365619,-86.202142
166738,2.32052E+13,2641220,CITY OF ISHPEMING,26,MI,MICHIGAN,103,MARQUETTE,41220,46.470344,-87.675141
128311,2.32052E+13,2651900,CITY OF MARQUETTE,26,MI,MICHIGAN,103,MARQUETTE,51900,46.550698,-87.395833
185907,2.32052E+13,2656860,CITY OF NEGAUNEE,26,MI,MICHIGAN,103,MARQUETTE,56860,46.496619,-87.591868
212035,2.32053E+13,2649640,CITY OF LUDINGTON,26,MI,MICHIGAN,105,MASON,49640,43.957196,-86.442937
166741,2.32053E+13,2672080,CITY OF SCOTTVILLE,26,MI,MICHIGAN,105,MASON,72080,43.951101,-86.279816
166739,2.32053E+13,2619420,VILLAGE OF CUSTER,26,MI,MICHIGAN,105,MASON,19420,43.951136,-86.219584
166740,2.32053E+13,2629940,VILLAGE OF FOUNTAIN,26,MI,MICHIGAN,105,MASON,29940,44.048439,-86.180986
128312,2.32053E+13,2630600,VILLAGE OF FREE SOIL,26,MI,MICHIGAN,105,MASON,30600,44.10714,-86.210978
194781,2.32054E+13,2608300,CITY OF BIG RAPIDS,26,MI,MICHIGAN,107,MECOSTA,08300,43.699671,-85.48125
106368,2.32054E+13,2605580,VILLAGE OF BARRYTON,26,MI,MICHIGAN,107,MECOSTA,05580,43.751409,-85.144572
128313,2.32054E+13,2652760,VILLAGE OF MECOSTA,26,MI,MICHIGAN,107,MECOSTA,52760,43.618108,-85.229964
166742,2.32054E+13,2655540,VILLAGE OF MORLEY,26,MI,MICHIGAN,107,MECOSTA,55540,43.490389,-85.445471
128314,2.32054E+13,2676240,VILLAGE OF STANWOOD,26,MI,MICHIGAN,107,MECOSTA,76240,43.58034,-85.448169
190476,2.32055E+13,2653020,CITY OF MENOMINEE,26,MI,MICHIGAN,109,MENOMINEE,53020,45.122088,-87.623573
194782,2.32055E+13,2676380,CITY OF STEPHENSON,26,MI,MICHIGAN,109,MENOMINEE,76380,45.413734,-87.609107
166744,2.32056E+13,2613400,VILLAGE OF CARNEY,26,MI,MICHIGAN,109,MENOMINEE,13400,45.59354,-87.554685
166743,2.32055E+13,2619560,VILLAGE OF DAGGETT,26,MI,MICHIGAN,109,MENOMINEE,19560,45.46201,-87.604684
185909,2.32055E+13,2666140,VILLAGE OF POWERS,26,MI,MICHIGAN,109,MENOMINEE,66140,45.687967,-87.526504
128315,2.32056E+13,2617100,CITY OF COLEMAN,26,MI,MICHIGAN,111,MIDLAND,17100,43.75916,-84.586917
128316,2.32056E+13,2653780,CITY OF MIDLAND,26,MI,MICHIGAN,111,MIDLAND,53780,43.624796,-84.231984
106373,2.32057E+13,2671560,VILLAGE OF SANFORD,26,MI,MICHIGAN,111,MIDLAND,71560,43.678174,-84.385543
128317,2.32057E+13,2644480,CITY OF LAKE CITY,26,MI,MICHIGAN,113,MISSAUKEE,44480,44.329668,-85.208474
166745,2.32057E+13,2649980,CITY OF MCBAIN,26,MI,MICHIGAN,113,MISSAUKEE,49980,44.196055,-85.215381
190477,2.32059E+13,2649700,CITY OF LUNA PIER,26,MI,MICHIGAN,115,MONROE,49700,41.803262,-83.442475
193493,2.32058E+13,2655020,CITY OF MONROE,26,MI,MICHIGAN,115,MONROE,55020,41.916586,-83.384324
166747,2.32058E+13,2663800,CITY OF PETERSBURG,26,MI,MICHIGAN,115,MONROE,63800,41.899695,-83.71403
128318,2.32058E+13,2613220,VILLAGE OF CARLETON,26,MI,MICHIGAN,115,MONROE,13220,42.057195,-83.389838
166746,2.32058E+13,2623380,VILLAGE OF DUNDEE,26,MI,MICHIGAN,115,MONROE,23380,41.966485,-83.669419
128319,2.32058E+13,2626460,VILLAGE OF ESTRAL BEACH,26,MI,MICHIGAN,115,MONROE,26460,41.98597,-83.23586
185910,2.32058E+13,2652440,VILLAGE OF MAYBEE,26,MI,MICHIGAN,115,MONROE,52440,42.010183,-83.509259
166748,2.32058E+13,2675280,VILLAGE OF SOUTH ROCKWOOD,26,MI,MICHIGAN,115,MONROE,75280,42.060421,-83.271532
106375,2.32059E+13,2613600,CITY OF CARSON CITY,26,MI,MICHIGAN,117,MONTCALM,13600,43.181536,-84.845223
166750,2.32059E+13,2635100,CITY OF GREENVILLE,26,MI,MICHIGAN,117,MONTCALM,35100,43.179635,-85.253976
166753,2.32059E+13,2676220,CITY OF STANTON,26,MI,MICHIGAN,117,MONTCALM,76220,43.293152,-85.079576
166749,2.32059E+13,2625000,VILLAGE OF EDMORE,26,MI,MICHIGAN,117,MONTCALM,25000,43.407605,-85.03675
128320,2.32059E+13,2639500,VILLAGE OF HOWARD CITY,26,MI,MICHIGAN,117,MONTCALM,39500,43.393266,-85.466107
106376,2.32059E+13,2645240,VILLAGE OF LAKEVIEW,26,MI,MICHIGAN,117,MONTCALM,45240,43.443065,-85.266937
166751,2.32059E+13,2650000,VILLAGE OF MCBRIDE,26,MI,MICHIGAN,117,MONTCALM,50000,43.352057,-85.044134
166752,2.32059E+13,2664020,VILLAGE OF PIERSON,26,MI,MICHIGAN,117,MONTCALM,64020,43.319647,-85.497502
128321,2.32059E+13,2673100,VILLAGE OF SHERIDAN,26,MI,MICHIGAN,117,MONTCALM,73100,43.209778,-85.079847
208309,2.3206E+13,2638380,VILLAGE OF HILLMAN,26,MI,MICHIGAN,119,MONTMORENCY,38380,45.06683,-83.893657
208310,2.32061E+13,2655100,CITY OF MONTAGUE,26,MI,MICHIGAN,121,MUSKEGON,55100,43.412561,-86.363119
194783,2.32061E+13,2656320,CITY OF MUSKEGON,26,MI,MICHIGAN,121,MUSKEGON,56320,43.22654,-86.257247
166754,2.32061E+13,2656360,CITY OF MUSKEGON HEIGHTS,26,MI,MICHIGAN,121,MUSKEGON,56360,43.201921,-86.240963
208311,2.32061E+13,2658640,CITY OF NORTH MUSKEGON,26,MI,MICHIGAN,121,MUSKEGON,58640,43.252163,-86.270831
166756,2.32062E+13,2659140,CITY OF NORTON SHORES,26,MI,MICHIGAN,121,MUSKEGON,59140,43.169538,-86.235405
166755,2.32061E+13,2669520,CITY OF ROOSEVELT PARK,26,MI,MICHIGAN,121,MUSKEGON,69520,43.198147,-86.273346
106378,2.32061E+13,2686780,CITY OF WHITEHALL,26,MI,MICHIGAN,121,MUSKEGON,86780,43.400517,-86.339599
128322,2.32061E+13,2613820,VILLAGE OF CASNOVIA,26,MI,MICHIGAN,121,MUSKEGON,13820,43.231998,-85.787451
106377,2.32061E+13,2631000,VILLAGE OF FRUITPORT,26,MI,MICHIGAN,121,MUSKEGON,31000,43.12552,-86.156144
128324,2.32062E+13,2645340,VILLAGE OF LAKEWOOD CLUB,26,MI,MICHIGAN,121,MUSKEGON,45340,43.37616,-86.252572
128323,2.32061E+13,2667280,VILLAGE OF RAVENNA,26,MI,MICHIGAN,121,MUSKEGON,67280,43.187995,-85.941183
166757,2.32062E+13,2630700,CITY OF FREMONT,26,MI,MICHIGAN,123,NEWAYGO,30700,43.462476,-85.954758
106379,2.32062E+13,2634360,CITY OF GRANT,26,MI,MICHIGAN,123,NEWAYGO,34360,43.333986,-85.809879
128325,2.32062E+13,2657080,CITY OF NEWAYGO,26,MI,MICHIGAN,123,NEWAYGO,57080,43.417276,-85.79953
208312,2.32062E+13,2686680,CITY OF WHITE CLOUD,26,MI,MICHIGAN,123,NEWAYGO,86680,43.557519,-85.7743
166774,2.32064E+13,2604105,CITY OF AUBURN HILLS,26,MI,MICHIGAN,125,OAKLAND,04105,42.67472,-83.243606
166758,2.32063E+13,2607660,CITY OF BERKLEY,26,MI,MICHIGAN,125,OAKLAND,07660,42.498602,-83.185342
166759,2.32063E+13,2608640,CITY OF BIRMINGHAM,26,MI,MICHIGAN,125,OAKLAND,08640,42.544805,-83.216576
211742,2.32063E+13,2609180,CITY OF BLOOMFIELD HILLS,26,MI,MICHIGAN,125,OAKLAND,09180,42.581359,-83.246418
106381,2.32063E+13,2682450,CITY OF CLARKSTON,26,MI,MICHIGAN,125,OAKLAND,82450,42.732134,-83.421132
208314,2.32063E+13,2616160,CITY OF CLAWSON,26,MI,MICHIGAN,125,OAKLAND,16160,42.536672,-83.150409
194784,2.32063E+13,2627380,CITY OF FARMINGTON,26,MI,MICHIGAN,125,OAKLAND,27380,42.461379,-83.378385
166775,2.32064E+13,2627440,CITY OF FARMINGTON HILLS,26,MI,MICHIGAN,125,OAKLAND,27440,42.485648,-83.375961
204665,2.32063E+13,2627880,CITY OF FERNDALE,26,MI,MICHIGAN,125,OAKLAND,27880,42.45921,-83.131366
166760,2.32063E+13,2637420,CITY OF HAZEL PARK,26,MI,MICHIGAN,125,OAKLAND,37420,42.461926,-83.097693
166761,2.32063E+13,2640000,CITY OF HUNTINGTON WOODS,26,MI,MICHIGAN,125,OAKLAND,40000,42.481899,-83.168088
106382,2.32063E+13,2642460,CITY OF KEEGO HARBOR,26,MI,MICHIGAN,125,OAKLAND,42460,42.608273,-83.345752
128326,2.32063E+13,2644440,CITY OF LAKE ANGELUS,26,MI,MICHIGAN,125,OAKLAND,44440,42.69171,-83.325533
208316,2.32063E+13,2646320,CITY OF LATHRUP VILLAGE,26,MI,MICHIGAN,125,OAKLAND,46320,42.492076,-83.227283
194792,2.32063E+13,2650560,CITY OF MADISON HEIGHTS,26,MI,MICHIGAN,125,OAKLAND,50560,42.507264,-83.103351
106387,2.32064E+13,2659440,CITY OF NOVI,26,MI,MICHIGAN,125,OAKLAND,59440,42.478494,-83.486825
166764,2.32063E+13,2659920,CITY OF OAK PARK,26,MI,MICHIGAN,125,OAKLAND,59920,42.464943,-83.18241
166765,2.32063E+13,2661020,CITY OF ORCHARD LAKE VILLAGE,26,MI,MICHIGAN,125,OAKLAND,61020,42.58936,-83.371309
194785,2.32063E+13,2664900,CITY OF PLEASANT RIDGE,26,MI,MICHIGAN,125,OAKLAND,64900,42.471516,-83.1445
128328,2.32063E+13,2665440,CITY OF PONTIAC,26,MI,MICHIGAN,125,OAKLAND,65440,42.649228,-83.287363
106385,2.32063E+13,2669020,CITY OF ROCHESTER,26,MI,MICHIGAN,125,OAKLAND,69020,42.686639,-83.119721
166770,2.32063E+13,2669035,CITY OF ROCHESTER HILLS,26,MI,MICHIGAN,125,OAKLAND,69035,42.663484,-83.159196
166767,2.32063E+13,2670040,CITY OF ROYAL OAK,26,MI,MICHIGAN,125,OAKLAND,70040,42.507816,-83.15389
166768,2.32063E+13,2675100,CITY OF SOUTH LYON,26,MI,MICHIGAN,125,OAKLAND,75100,42.461015,-83.653169
166773,2.32064E+13,2674900,CITY OF SOUTHFIELD,26,MI,MICHIGAN,125,OAKLAND,74900,42.47464,-83.259509
166769,2.32063E+13,2677860,CITY OF SYLVAN LAKE,26,MI,MICHIGAN,125,OAKLAND,77860,42.616764,-83.333465
128329,2.32063E+13,2680700,CITY OF TROY,26,MI,MICHIGAN,125,OAKLAND,80700,42.583882,-83.145533
106386,2.32063E+13,2683060,CITY OF WALLED LAKE,26,MI,MICHIGAN,125,OAKLAND,83060,42.537199,-83.473713
204666,2.32064E+13,2688140,CITY OF WIXOM,26,MI,MICHIGAN,125,OAKLAND,88140,42.522781,-83.530188
193494,2.32064E+13,2608160,VILLAGE OF BEVERLY HILLS,26,MI,MICHIGAN,125,OAKLAND,08160,42.522543,-83.24034
208313,2.32063E+13,2608460,VILLAGE OF BINGHAM FARMS,26,MI,MICHIGAN,125,OAKLAND,08460,42.517595,-83.277997
190478,2.32064E+13,2630340,VILLAGE OF FRANKLIN,26,MI,MICHIGAN,125,OAKLAND,30340,42.518759,-83.303027
208315,2.32063E+13,2638700,VILLAGE OF HOLLY,26,MI,MICHIGAN,125,OAKLAND,38700,42.798799,-83.622967
166762,2.32063E+13,2644940,VILLAGE OF LAKE ORION,26,MI,MICHIGAN,125,OAKLAND,44940,42.78365,-83.244321
166763,2.32063E+13,2646940,VILLAGE OF LEONARD,26,MI,MICHIGAN,125,OAKLAND,46940,42.865229,-83.142943
106383,2.32063E+13,2653960,VILLAGE OF MILFORD,26,MI,MICHIGAN,125,OAKLAND,53960,42.588539,-83.601648
166766,2.32063E+13,2661220,VILLAGE OF ORTONVILLE,26,MI,MICHIGAN,125,OAKLAND,61220,42.848144,-83.437999
128327,2.32063E+13,2662020,VILLAGE OF OXFORD,26,MI,MICHIGAN,125,OAKLAND,62020,42.82143,-83.253464
166771,2.32064E+13,2688260,VILLAGE OF WOLVERINE LAKE,26,MI,MICHIGAN,125,OAKLAND,88260,42.553333,-83.486391
128330,2.32064E+13,2636920,CITY OF HART,26,MI,MICHIGAN,127,OCEANA,36920,43.696618,-86.367269
185916,2.32064E+13,2637860,VILLAGE OF HESPERIA,26,MI,MICHIGAN,127,OCEANA,37860,43.569472,-86.040931
166776,2.32064E+13,2657280,VILLAGE OF NEW ERA,26,MI,MICHIGAN,127,OCEANA,57280,43.559633,-86.347156
166777,2.32064E+13,2663540,VILLAGE OF PENTWATER,26,MI,MICHIGAN,127,OCEANA,63540,43.77962,-86.429916
166778,2.32065E+13,2669880,VILLAGE OF ROTHBURY,26,MI,MICHIGAN,127,OCEANA,69880,43.51841,-86.361411
204667,2.32064E+13,2672840,VILLAGE OF SHELBY,26,MI,MICHIGAN,127,OCEANA,72840,43.612058,-86.364492
106389,2.32064E+13,2683020,VILLAGE OF WALKERVILLE,26,MI,MICHIGAN,127,OCEANA,83020,43.714657,-86.125889
128331,2.32065E+13,2669680,CITY OF ROSE CITY,26,MI,MICHIGAN,129,OGEMAW,69680,44.421054,-84.115409
194786,2.32065E+13,2685580,CITY OF WEST BRANCH,26,MI,MICHIGAN,129,OGEMAW,85580,44.273789,-84.236589
166779,2.32065E+13,2666300,VILLAGE OF PRESCOTT,26,MI,MICHIGAN,129,OGEMAW,66300,44.191629,-83.93224
212036,2.32066E+13,2660860,VILLAGE OF ONTONAGON,26,MI,MICHIGAN,131,ONTONAGON,60860,46.86632,-89.312399
204668,2.32067E+13,2626640,CITY OF EVART,26,MI,MICHIGAN,133,OSCEOLA,26640,43.898807,-85.270534
128332,2.32067E+13,2667820,CITY OF REED CITY,26,MI,MICHIGAN,133,OSCEOLA,67820,43.872754,-85.507006
185917,2.32067E+13,2637820,VILLAGE OF HERSEY,26,MI,MICHIGAN,133,OSCEOLA,37820,43.851264,-85.441879
166780,2.32067E+13,2647100,VILLAGE OF LE ROY,26,MI,MICHIGAN,133,OSCEOLA,47100,44.038127,-85.453782
208317,2.32067E+13,2651660,VILLAGE OF MARION,26,MI,MICHIGAN,133,OSCEOLA,51660,44.099785,-85.140944
106392,2.32067E+13,2680960,VILLAGE OF TUSTIN,26,MI,MICHIGAN,133,OSCEOLA,80960,44.10094,-85.45892
166781,2.32069E+13,2631720,CITY OF GAYLORD,26,MI,MICHIGAN,137,OTSEGO,31720,45.021342,-84.681822
166782,2.32069E+13,2681700,VILLAGE OF VANDERBILT,26,MI,MICHIGAN,137,OTSEGO,81700,45.14357,-84.663888
208318,2.3207E+13,2618020,CITY OF COOPERSVILLE,26,MI,MICHIGAN,139,OTTAWA,18020,43.065467,-85.933752
208319,2.32071E+13,2627960,CITY OF FERRYSBURG,26,MI,MICHIGAN,139,OTTAWA,27960,43.087541,-86.227024
204669,2.3207E+13,2633340,CITY OF GRAND HAVEN,26,MI,MICHIGAN,139,OTTAWA,33340,43.054969,-86.219349
166783,2.3207E+13,2638640,CITY OF HOLLAND,26,MI,MICHIGAN,139,OTTAWA,38640,42.768074,-86.098598
166784,2.3207E+13,2639800,CITY OF HUDSONVILLE,26,MI,MICHIGAN,139,OTTAWA,39800,42.86337,-85.862205
211743,2.3207E+13,2689260,CITY OF ZEELAND,26,MI,MICHIGAN,139,OTTAWA,89260,42.814244,-86.014255
106393,2.3207E+13,2675820,VILLAGE OF SPRING LAKE,26,MI,MICHIGAN,139,OTTAWA,75820,43.073454,-86.194149
128333,2.32071E+13,2660680,CITY OF ONAWAY,26,MI,MICHIGAN,141,PRESQUE ISLE,60680,45.358541,-84.22721
166787,2.32071E+13,2669260,CITY OF ROGERS CITY,26,MI,MICHIGAN,141,PRESQUE ISLE,69260,45.417699,-83.804751
166785,2.32071E+13,2654120,VILLAGE OF MILLERSBURG,26,MI,MICHIGAN,141,PRESQUE ISLE,54120,45.33408,-84.0607
166786,2.32071E+13,2666000,VILLAGE OF POSEN,26,MI,MICHIGAN,141,PRESQUE ISLE,66000,45.262242,-83.698861
106394,2.32072E+13,2669540,VILLAGE OF ROSCOMMON,26,MI,MICHIGAN,143,ROSCOMMON,69540,44.488292,-84.589938
194913,2.32073E+13,2630200,CITY OF FRANKENMUTH,26,MI,MICHIGAN,145,SAGINAW,30200,43.332832,-83.739129
106395,2.32073E+13,2670520,CITY OF SAGINAW,26,MI,MICHIGAN,145,SAGINAW,70520,43.419945,-83.950172
208321,2.32074E+13,2689320,CITY OF ZILWAUKEE,26,MI,MICHIGAN,145,SAGINAW,89320,43.483634,-83.924494
204670,2.32073E+13,2608540,VILLAGE OF BIRCH RUN,26,MI,MICHIGAN,145,SAGINAW,08540,43.250743,-83.791674
208320,2.32073E+13,2615140,VILLAGE OF CHESANING,26,MI,MICHIGAN,145,SAGINAW,15140,43.185505,-84.119881
166788,2.32073E+13,2653180,VILLAGE OF MERRILL,26,MI,MICHIGAN,145,SAGINAW,53180,43.40908,-84.334493
166789,2.32073E+13,2659860,VILLAGE OF OAKLEY,26,MI,MICHIGAN,145,SAGINAW,59860,43.143364,-84.168566
128334,2.32073E+13,2670640,VILLAGE OF ST CHARLES,26,MI,MICHIGAN,145,SAGINAW,70640,43.298335,-84.147648
166790,2.32074E+13,2601180,CITY OF ALGONAC,26,MI,MICHIGAN,147,ST CLAIR,01180,42.620867,-82.533915
208322,2.32074E+13,2651600,CITY OF MARINE CITY,26,MI,MICHIGAN,147,ST CLAIR,51600,42.714297,-82.50279
166791,2.32074E+13,2652080,CITY OF MARYSVILLE,26,MI,MICHIGAN,147,ST CLAIR,52080,42.908473,-82.480956
166792,2.32074E+13,2665820,CITY OF PORT HURON,26,MI,MICHIGAN,147,ST CLAIR,65820,42.993766,-82.433743
166793,2.32074E+13,2670680,CITY OF ST CLAIR,26,MI,MICHIGAN,147,ST CLAIR,70680,42.82653,-82.492433
128335,2.32074E+13,2689000,CITY OF YALE,26,MI,MICHIGAN,147,ST CLAIR,89000,43.12825,-82.797564
204671,2.32074E+13,2613140,VILLAGE OF CAPAC,26,MI,MICHIGAN,147,ST CLAIR,13140,43.003889,-82.92228
185918,2.32074E+13,2625940,VILLAGE OF EMMETT,26,MI,MICHIGAN,147,ST CLAIR,25940,42.993413,-82.765289
194787,2.32075E+13,2676960,CITY OF STURGIS,26,MI,MICHIGAN,149,ST JOSEPH,76960,41.799088,-85.418435
166796,2.32075E+13,2679760,CITY OF THREE RIVERS,26,MI,MICHIGAN,149,ST JOSEPH,79760,41.945386,-85.629548
204672,2.32075E+13,2611920,VILLAGE OF BURR OAK,26,MI,MICHIGAN,149,ST JOSEPH,11920,41.847416,-85.323948
106399,2.32075E+13,2614460,VILLAGE OF CENTREVILLE,26,MI,MICHIGAN,149,ST JOSEPH,14460,41.920791,-85.525944
211744,2.32075E+13,2617360,VILLAGE OF COLON,26,MI,MICHIGAN,149,ST JOSEPH,17360,41.962674,-85.319439
166794,2.32075E+13,2617840,VILLAGE OF CONSTANTINE,26,MI,MICHIGAN,149,ST JOSEPH,17840,41.837955,-85.665212
166795,2.32075E+13,2652980,VILLAGE OF MENDON,26,MI,MICHIGAN,149,ST JOSEPH,52980,42.008514,-85.454039
166797,2.32075E+13,2686920,VILLAGE OF WHITE PIGEON,26,MI,MICHIGAN,149,ST JOSEPH,86920,41.795234,-85.650406
166798,2.32076E+13,2611180,CITY OF BROWN CITY,26,MI,MICHIGAN,151,SANILAC,11180,43.211479,-82.988376
212225,2.32076E+13,2618920,CITY OF CROSWELL,26,MI,MICHIGAN,151,SANILAC,18920,43.272784,-82.616688
128337,2.32076E+13,2651820,CITY OF MARLETTE,26,MI,MICHIGAN,151,SANILAC,51820,43.326439,-83.080519
208323,2.32076E+13,2671540,CITY OF SANDUSKY,26,MI,MICHIGAN,151,SANILAC,71540,43.420184,-82.833043
128336,2.32076E+13,2603200,VILLAGE OF APPLEGATE,26,MI,MICHIGAN,151,SANILAC,03200,43.359512,-82.639197
166799,2.32076E+13,2613620,VILLAGE OF CARSONVILLE,26,MI,MICHIGAN,151,SANILAC,13620,43.42571,-82.672952
185919,2.32076E+13,2621100,VILLAGE OF DECKERVILLE,26,MI,MICHIGAN,151,SANILAC,21100,43.526531,-82.742039
166800,2.32076E+13,2629660,VILLAGE OF FORESTVILLE,26,MI,MICHIGAN,151,SANILAC,29660,43.659867,-82.612562
166801,2.32076E+13,2647280,VILLAGE OF LEXINGTON,26,MI,MICHIGAN,151,SANILAC,47280,43.267243,-82.537
166802,2.32076E+13,2652920,VILLAGE OF MELVIN,26,MI,MICHIGAN,151,SANILAC,52920,43.18643,-82.861653
166803,2.32076E+13,2654560,VILLAGE OF MINDEN,26,MI,MICHIGAN,151,SANILAC,54560,43.674722,-82.772809
128338,2.32076E+13,2663260,VILLAGE OF PECK,26,MI,MICHIGAN,151,SANILAC,63260,43.258857,-82.816754
106400,2.32076E+13,2665900,VILLAGE OF PORT SANILAC,26,MI,MICHIGAN,151,SANILAC,65900,43.427666,-82.544729
166804,2.32077E+13,2650760,CITY OF MANISTIQUE,26,MI,MICHIGAN,153,SCHOOLCRAFT,50760,45.959744,-86.250953
106401,2.32078E+13,2618300,CITY OF CORUNNA,26,MI,MICHIGAN,155,SHIAWASSEE,18300,42.983392,-84.115863
128339,2.32078E+13,2623500,CITY OF DURAND,26,MI,MICHIGAN,155,SHIAWASSEE,23500,42.912759,-83.989076
208324,2.32078E+13,2644200,CITY OF LAINGSBURG,26,MI,MICHIGAN,155,SHIAWASSEE,44200,42.89056,-84.350399
201924,2.32078E+13,2661940,CITY OF OWOSSO,26,MI,MICHIGAN,155,SHIAWASSEE,61940,42.995252,-84.175845
208325,2.32078E+13,2663700,CITY OF PERRY,26,MI,MICHIGAN,155,SHIAWASSEE,63700,42.832184,-84.224071
166805,2.32078E+13,2605080,VILLAGE OF BANCROFT,26,MI,MICHIGAN,155,SHIAWASSEE,05080,42.876641,-84.065809
166806,2.32078E+13,2612260,VILLAGE OF BYRON,26,MI,MICHIGAN,155,SHIAWASSEE,12260,42.820703,-83.949907
128340,2.32079E+13,2646880,VILLAGE OF LENNON,26,MI,MICHIGAN,155,SHIAWASSEE,46880,42.98544,-83.93253
166807,2.32078E+13,2655560,VILLAGE OF MORRICE,26,MI,MICHIGAN,155,SHIAWASSEE,55560,42.836015,-84.184476
190479,2.32078E+13,2657520,VILLAGE OF NEW LOTHROP,26,MI,MICHIGAN,155,SHIAWASSEE,57520,43.117275,-83.968974
208326,2.32078E+13,2682020,VILLAGE OF VERNON,26,MI,MICHIGAN,155,SHIAWASSEE,82020,42.939363,-84.0336
212037,2.32079E+13,2613420,CITY OF CARO,26,MI,MICHIGAN,157,TUSCOLA,13420,43.489303,-83.401744
208328,2.32079E+13,2681840,CITY OF VASSAR,26,MI,MICHIGAN,157,TUSCOLA,81840,43.370831,-83.577539
166808,2.32079E+13,2600700,VILLAGE OF AKRON,26,MI,MICHIGAN,157,TUSCOLA,00700,43.566723,-83.514295
128341,2.32079E+13,2613880,VILLAGE OF CASS CITY,26,MI,MICHIGAN,157,TUSCOLA,13880,43.600321,-83.176455
106404,2.32079E+13,2627080,VILLAGE OF FAIRGROVE,26,MI,MICHIGAN,157,TUSCOLA,27080,43.524484,-83.543436
166809,2.32079E+13,2631180,VILLAGE OF GAGETOWN,26,MI,MICHIGAN,157,TUSCOLA,31180,43.658122,-83.244605
166810,2.32079E+13,2643380,VILLAGE OF KINGSTON,26,MI,MICHIGAN,157,TUSCOLA,43380,43.412805,-83.186262
208327,2.32079E+13,2652540,VILLAGE OF MAYVILLE,26,MI,MICHIGAN,157,TUSCOLA,52540,43.335942,-83.351972
166811,2.32079E+13,2654220,VILLAGE OF MILLINGTON,26,MI,MICHIGAN,157,TUSCOLA,54220,43.272814,-83.523817
128342,2.32079E+13,2667900,VILLAGE OF REESE,26,MI,MICHIGAN,157,TUSCOLA,67900,43.452753,-83.689417
106405,2.32079E+13,2681420,VILLAGE OF UNIONVILLE,26,MI,MICHIGAN,157,TUSCOLA,81420,43.653523,-83.467098
128343,2.3208E+13,2605140,CITY OF BANGOR,26,MI,MICHIGAN,159,VAN BUREN,05140,42.31243,-86.113441
128344,2.3208E+13,2632640,CITY OF GOBLES,26,MI,MICHIGAN,159,VAN BUREN,32640,42.361652,-85.877392
201925,2.3208E+13,2636960,CITY OF HARTFORD,26,MI,MICHIGAN,159,VAN BUREN,36960,42.204959,-86.166122
166814,2.3208E+13,2674980,CITY OF SOUTH HAVEN,26,MI,MICHIGAN,159,VAN BUREN,74980,42.401341,-86.268434
194788,2.3208E+13,2609220,VILLAGE OF BLOOMINGDALE,26,MI,MICHIGAN,159,VAN BUREN,09220,42.386364,-85.965151
193495,2.3208E+13,2610180,VILLAGE OF BREEDSVILLE,26,MI,MICHIGAN,159,VAN BUREN,10180,42.350328,-86.067386
166812,2.3208E+13,2621040,VILLAGE OF DECATUR,26,MI,MICHIGAN,159,VAN BUREN,21040,42.10767,-85.975022
166813,2.3208E+13,2646440,VILLAGE OF LAWRENCE,26,MI,MICHIGAN,159,VAN BUREN,46440,42.214998,-86.057509
208329,2.3208E+13,2646500,VILLAGE OF LAWTON,26,MI,MICHIGAN,159,VAN BUREN,46500,42.167315,-85.846502
106407,2.32081E+13,2652380,VILLAGE OF MATTAWAN,26,MI,MICHIGAN,159,VAN BUREN,52380,42.215635,-85.79576
128345,2.3208E+13,2662980,VILLAGE OF PAW PAW,26,MI,MICHIGAN,159,VAN BUREN,62980,42.214235,-85.892177
190480,2.32081E+13,2603000,CITY OF ANN ARBOR,26,MI,MICHIGAN,161,WASHTENAW,03000,42.276147,-83.73086
166815,2.32081E+13,2615020,CITY OF CHELSEA,26,MI,MICHIGAN,161,WASHTENAW,15020,42.311392,-84.019416
208330,2.32081E+13,2622160,CITY OF DEXTER,26,MI,MICHIGAN,161,WASHTENAW,22160,42.332256,-83.881027
